date,review,reviewer,rating
22-Dec-19,"A gripping tale of mental illness and how the notion of someone struggling through life ""copes"". Sure this is a movie. But just like other message driven movies that have come before This one delivers a harsh truth. You cannot ignore that mental health exists. At one point or another you will come to terms with the consequences of turning a blind eye to the reality around you. I know I may be reaching but this movie is too good to pass. I know for a fact not everyone will enjoy this movie due to how severe mental health might have it's grips in a house hold but it is enough to make you deeply think of how many Jokers there are out there in the world. I cheered for the Joker during this movie but I know Batman was born at the end. His emotions are brewing and I hope Joaquin Phoenix plays Joker for the next Batman movie.",Eddie M,5
22-Dec-19,Pheonix's performance carries this film.,Mohammad U,3.5
22-Dec-19,problematic clown daddy i wuw u,Sammy S,5
22-Dec-19,The greatest movie ?,Kai C,5
22-Dec-19,This was one of the best movies I�ve seen in recent memory. Joaquin gives an amazing performance of a man who�s mental health slowly deteriorates as his health care is shown to reduce and reject him. I saw it twice in theaters and will get it on Blu-ray.,Angelo U,5
22-Dec-19,Great Cinematography,Johnny J,4
22-Dec-19,Definitely not for the kids. But great acting and great movie. I�m going to watch it again next week,Christian D,5
22-Dec-19,just give thean the Oscar already ...... what a performance!,,5
22-Dec-19,"good character exploration, kind of repetitive though",Facu S,3.5
22-Dec-19,"Easily one of the best comicbook movies I have ever seen. There is no big fight scene or extensive CGI characters, yet this is an art film that is beautifully crafted by Todd Philips and Joaquin Phoenix. The music masterfully compliments this grim origin story of the Clown Prince of Crime. And with the success of this movie, it will definitely be remembered as a game-changer. I expect to see Hollywood venture out and take more risks when it comes to comicbook characters.",Major Z,4.5
22-Dec-19,"Joker is a masterpiece work of savage art. I never thought I would see a better performance and rendition of Joker than Heath Ledger but Joaquin Phoenix is it. I was fixated on this film and couldn't take my eyes off of it. It plays with your heart and mind. It makes you grapple with morality, society, concept of evil, and how society deals with mental illness and the treatment of the mentally ill. It moves like an orchestra and Joker is the conductor. His dancing in the film captures his performance on the Stage of Life. Oscar Wilde said, ""The world is a stage, but the play is badly cast."" I also enjoyed the concept of ""comedy"" and how Joker views ""jokes."" He sees the worst in life as the true comedy and laughs at how he must deal with it in his violence. *Joker laughing* Dr: ""What's so funny?"" Joker : ""I was just thinking about a joke."" *Joker laughing more*",Brymad W,5
22-Dec-19,Joker's stunning visuals fail to compensate for its lack of substance.,Robert J,3
22-Dec-19,Great acting dark movie but unbelievable acting,,3.5
22-Dec-19,"Wow, amazing acting from Phoenix as usual. Taxi Driver and Seven vibes, with noir NYC atmosphere. Great musical score and an important commentary on mental illness and child neglect.",Aaron S,5
22-Dec-19,Absolutely brilliant! It totally absorb you in the world of a mental health patient who is struggling to make a living it lets you see the drama from his angle. It draws attention to modern problems that we are facing in a world that has forgotten those at the bottom of the ladder. Soon or late the society needs to come to term with the reality that ignoring the most vulnerable and poorest in the society will damage us all and pave the way for the next revolution!,Reza Z,5
22-Dec-19,Best movie on 2019. Joaqu�n Phoenix performance is mesmerising. A must see,Robell G,5
22-Dec-19,A very cool look at The Joker. I was pleasantly surprised.,Tom H,5
22-Dec-19,"Movie synopsis - ""I want to prove to everyone I can do a better job than Heath Ledger"". Painfully obvious that the entire movie was a Joachim acting promo. 90 minutes of character development. Jesus H thank you for the 15s fast forward.",Amy-Jeff R,0.5
22-Dec-19,The realist take on the joker character I have ever seen and a true insight into the head of people with mental illness.,Rajen R,5
22-Dec-19,"Excelente producci�n de lo mejor antes hecho en este 2019, poco presupuesto no significa que no sea bueno con buenos actores y director no se necesita mas nada",Sergio F,5
22-Dec-19,Sent shivers down my spine from start to finish. Performance unlike any other. Joaquis Phoenix took me to a place I didn't think possible in film.,Matthew T,5
22-Dec-19,The best movie of 2019 ! Beautiful shots and too be a dark movie it was the closest movie showing the darkest divide between the rich and the poor !,Derrick C,5
22-Dec-19,"Am not really all that engrossed in the whole DC/Marvel comic franchises, and my only true knowledge of Batman and the Joker, was through the 60s TV show as a child. However, I wanted to watch this primarily because of the critical acclaim for the performance of Joaquin. And being a bit of a fan of his I have to say the acclaim is totally justified. I picked up on some of the connections with Bruce Wayne, the future Batman, and of course it being set in Gotham City certainly set the mood for something off-the-curve. It was also an incredibly dark, claustrophobic suffocating experience at times, but the film as a whole was engrossing, sad and of course thought-provoking. The violence was all too graphic and surprising, but I guess given the subject matter perhaps it was in keeping with the brooding character close to breaking point. A film I will definitely be watching again, and I hope Joaquin is at least nominated for a Best Actor Oscar: his performance was truly memorable.",Sonny J,4
22-Dec-19,a brutal but honest representation of life in all its perverse madness.,Elijah S,4
22-Dec-19,An interesting take.,Beth D,2.5
22-Dec-19,The Joker wasn't as dark or uncomfortable as I was expecting. The message was well displayed and the use of the Batman lore was creative. For me it didn't pack enough punch to be anything fascinating none of it really left me thinking it was given right to the audience mostly.,Skyler J,3
22-Dec-19,A modern character study masterpiece. Virtually flawless.,Chris W,5
22-Dec-19,"I finally saw this "" tour de force"". It was okay at best. Where is the shocking plot or story? Where was the Academy worthy acting, oh forgive me his award winning acting was in his weight loss ala real acting like Matthew McConaughey, Christian Bale, Daniel Day-Lewis or the weight gain of Charlize Theron. I love Joaquin Phoenix, but this is NOT his best work and the story was a 6/7 out of 10. Joaquin was sooo much better in The Sister Brothers as an actor! The story was on par with this one, but Joaquin Phoenix losing his arm and helpless was awesome! That's where he needs his dues! Joker, 6 out of 10 for long pointless story.",M... M,2
22-Dec-19,"This is one of the best movies I have seen in a while. The cinematography is FANTASTIC, adding more depth to scenes. Joaquin Phoenix MAKES this film amazing. There were points in this movie where I swear my heartbeat went up to 300. This isn't even a superhero movie, and there is no other movie like it. I would definitely recommend this to anyone.",Kyle K,5
22-Dec-19,Much suspense and interesting,Mr L,5
22-Dec-19,"Totally captivating! One of the best films in 2019. Joaquin Phoenix is no-question a superstar here, and he did a fabulous job in this film. I really do not know what else to say. I just wish Phoenix will go on to win over hundred of accolades for playing this film.",Chat-Jakkapon P,4.5
22-Dec-19,The lead portrait sure deserves the Oscar for the best portrait category in 2020 ! Has The brilliance of Joaquin Phoenix skim to the role will resonate for a long time to come.,Jude P,5
22-Dec-19,Jarring and bold in the best way. The score and cinematography are amazing.,,4.5
22-Dec-19,"Very overrated and average movie. It tries too hard to be deep and Joaquin overacts his heart out. He isn't even really the Joker, he's just a really weird murderous man.",Zane P,3
22-Dec-19,"Stunning political statement for our time, martyrdom and all.",Constance M,5
22-Dec-19,Made me think about society more. I Liked it!,Mark P,4
22-Dec-19,"I think the Joker was very good however, there were a few cringe worthy parts. Also I think think they should have added an appearance of Harley Quinn but maybe the producers figured it was before Harley Quinn exsted to Joker. All in all excellent performance. Take a bow Joker you deserve it.",Amanda L,4.5
